artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Tribulation,0nXRj34axNugjCFeIhy8Ni,The World,0.00043,0.4029999999999999,235080,0.8270000000000001,0.8,9,0.124,-6.818,0,0.0515,116.046,4,0.298,29
NLE Choppa,4dAMdQ6g4kGmnc1MDHsg77,Shotta Flow,0.0786,0.888,160013,0.43,1.58e-06,9,0.132,-6.728,1,0.588,120.088,4,0.45,82
FRANCO,19K31Q94ImW3ymzYZv4v4J,Aurora Sunrise,0.009,0.48,292334,0.7440000000000001,0.0,1,0.0977,-4.19,1,0.0549,161.89,4,0.525,52
Ebi,7nf4JsoIBLi1XzV0cofqTk,Nafas Nafas,0.173,0.68,217467,0.826,0.000128,0,0.184,-4.3469999999999995,1,0.106,120.027,4,0.326,34
Fall Out Boy,3rBO0a30kWk85iYAV8K5as,City In A Garden,0.0134,0.474,205760,0.895,0.0,0,0.239,-3.84,1,0.0564,119.908,4,0.255,53
Los Cadetes De Linares,16HyQ3jILUrLTqlRh0DflV,La Tragedia De Rosita,0.349,0.733,218973,0.632,0.0,8,0.25,-4.295,1,0.0318,97.984,4,0.6970000000000001,12
WillThaRapper,4Z14q1R69QqQGE1aKRAdhv,Strip Club,0.113,0.579,158379,0.617,0.000249,1,0.157,-9.181,1,0.0584,144.96200000000002,4,0.176,11
Tank and The Bangas,04Yi3WxTBY599l1J8RnzIM,Smoke.Netflix.Chill.,0.432,0.525,246738,0.8290000000000001,0.0,7,0.81,-6.112,1,0.542,177.324,4,0.833,47
Bagarre,1Dy89Uwb65YjAp5CC1sUzN,Danser seul (Ne suffit pas),0.000218,0.831,234585,0.602,0.00445,7,0.291,-8.216000000000001,1,0.0599,133.072,4,0.503,36
17 Memphis,3YTr0EdESj8OVudlMRlR2Y,Three Coors & The Truth,0.0987,0.486,198000,0.731,2.4100000000000003e-05,6,0.233,-7.151,1,0.111,90.031,4,0.491,29
6 Dogs,4e6Cit23VB71ZikXTD58j4,Spooky,0.715,0.711,134997,0.556,0.000297,5,0.1119999999999999,-10.01,0,0.181,129.878,4,0.131,48
Boosie Badazz,43lE5AzPiOa6buu2bUlUP0,Got It From My Father,0.0225,0.905,228719,0.638,3.1e-05,1,0.103,-9.077,1,0.159,151.965,4,0.772,26
Young the Giant,14hMu4JnYnLj0FBuFfHNNN,Glory,0.081,0.63,198320,0.6629999999999999,0.00186,5,0.1009999999999999,-6.728,0,0.0315,155.964,4,0.6829999999999999,49
GT Garza,4tZnUm56Esxbv9dOxv4XDu,Huned 100s,0.0651,0.836,194149,0.529,0.0,8,0.119,-8.656,1,0.407,128.013,4,0.193,22
Silvana Estrada,2rIKsynpXAj5bHFdY6ESE1,Tenías Que Ser Tú,0.3989999999999999,0.603,141830,0.675,0.0,4,0.124,-6.555,0,0.0637,93.766,4,0.82,54
La Garfield,3nHM8pYoPXKMuI20gwGtfj,Entre Palmeras,0.12,0.852,259525,0.5579999999999999,0.000783,7,0.0901,-5.752000000000001,1,0.0599,131.97899999999998,4,0.866,37
Lil Mosey,6JQvHMSaR8flFsN53ypOfP,Noticed,0.462,0.6990000000000001,165000,0.5579999999999999,0.0,11,0.1159999999999999,-7.622000000000001,1,0.0603,79.992,4,0.493,86
Michael Abels,6CQWVy1tYacuM3AwUvyVot,Escape to the Boat,0.479,0.4679999999999999,78400,0.1939999999999999,0.078,1,0.115,-15.448,1,0.0357,85.26799999999999,4,0.664,36
Rich The Kid,6sZUGkgvbNfd4rabcQ8Tj7,For Keeps (feat. YoungBoy Never Broke Again),0.0609,0.648,176384,0.648,0.0,7,0.0884,-5.617999999999999,1,0.552,108.077,5,0.283,70
Tiana,6Vh7tkrTzQF3pYkwDgwdzN,Just My Type,0.0111,0.7659999999999999,191642,0.625,0.0,8,0.153,-6.352,1,0.18,133.936,4,0.69,45
Bodega Bamz,6eYZSg8KUUR6atyXRlQh5S,Uncut,0.184,0.586,286105,0.851,1.41e-06,2,0.288,-5.848,1,0.332,82.665,4,0.365,16
Ozuna,3RTmnQQNya9v6ZKPoCIp2E,Sigueme los Pasos,0.1369999999999999,0.747,246000,0.816,0.0,0,0.0865,-4.575,1,0.0656,166.01,4,0.562,69
Joyce Manor,3UUDv9CyziVghsN3Ob8Qmj,Friends We Met Online,0.0202,0.551,131493,0.872,0.0147,2,0.376,-4.261,1,0.0704,91.562,4,0.794,37
Florence + The Machine,64fzn2ewOdSH57wrxTPGov,Sky Full Of Song,0.731,0.5329999999999999,226160,0.32,1.65e-05,8,0.154,-8.818999999999999,1,0.0316,98.036,4,0.291,67
Marília Mendonça,6yxYagNp6Gapd7jXmWzgVc,A Culpa É Dele - Ao Vivo | Acústico,0.627,0.838,176722,0.602,0.0,7,0.139,-5.973,1,0.182,125.927,4,0.7290000000000001,70
Sheck Wes,1xzBco0xcoJEDXktl7Jxrr,Mo Bamba,0.1939999999999999,0.7290000000000001,183907,0.625,0.0098599999999999,4,0.248,-5.266,1,0.0315,146.034,4,0.261,90
Maluma,6sAwJPgaSQ9Q4XGnbx1gZb,Mala Mía - Remix,0.1,0.6970000000000001,207143,0.772,0.0,8,0.418,-5.0280000000000005,0,0.309,180.046,4,0.858,81
Alestorm,1feU1Qz1GjZYxVFI8XmaAo,Actual Human Intro (Live at Summer Breeze 2015),0.000552,0.263,96560,0.6890000000000001,0.52,4,0.616,-9.769,0,0.0397,171.985,4,0.158,18
Johann Sebastian Bach,3PLSt1G0vgkof95sSXHIqj,"St. John Passion, BWV 245, Pt. 2: No. 23c, Da Pilatus das Wort hörete",0.818,0.505,40996,0.161,0.0,8,0.288,-21.945,1,0.165,120.038,4,0.289,16
Franz Ferdinand,1Ze0nMoP6PY90k4VjInW4T,Feel The Love Go,0.000583,0.523,286440,0.7,0.0,10,0.135,-4.332,0,0.131,114.297,4,0.525,43
Jesus Culture,1HA6SIpOUXGo2qDxHFmKDm,Not Afraid - Live,0.0242,0.469,445293,0.7609999999999999,0.0,6,0.205,-5.827000000000001,1,0.034,79.03,4,0.246,48
Johnny Goth,0dK4SwzqMIVpJzRUUW7FDa,Beginnings,0.547,0.63,274924,0.3339999999999999,0.317,11,0.0666,-21.311,1,0.036,139.996,4,0.295,22
Cousin Stizz,1jZPJFXhzdAekUoec1iD5P,Way Up,0.186,0.812,235987,0.593,2.57e-05,7,0.2019999999999999,-5.315,0,0.0412,121.952,4,0.12,35
King JAN,46Hj5Uzn6o6QrInayO3lDw,Dark Night Dummo,0.0212,0.39,172069,0.6409999999999999,0.0,11,0.12,-9.459,1,0.248,182.708,3,0.177,41
ROSALÍA,5meAAp6VRNKT4cR3CvKkfU,RENIEGO - Cap.5: Lamento,0.8170000000000001,0.246,208197,0.21,4.27e-06,10,0.0945,-7.343,0,0.0369,124.37,5,0.307,61
Playboi Carti,5wPyd3IQAZft1vmxoIqGrU,Home (KOD),0.319,0.722,162133,0.6859999999999999,0.0,7,0.352,-6.178,0,0.24,77.015,4,0.435,61
Antonio Vivaldi,0Ae4gETnUcCGZqWMETpPtt,"Concerto for Strings in G Minor, RV 152: II. Andante molto",0.758,0.526,78997,0.0239,0.389,9,0.142,-31.348000000000003,1,0.0438,106.385,3,0.446,11
Marian Hill,6OfezYfiBWUMR3AGxdGtz9,No Hesitation,0.37,0.855,217080,0.226,1.15e-05,5,0.233,-8.634,0,0.456,147.99200000000002,4,0.322,39
SOB X RBE,4CH18IBgxzC4uTeDXROLow,Always,0.0455,0.8170000000000001,208222,0.664,0.0,1,0.0663,-8.158,1,0.0576,98.153,4,0.204,62
Dave Barnes,2i2ifLGv9NBaMLhCSRF6eM,Big Ole Love,0.119,0.623,230808,0.753,1.27e-05,4,0.161,-5.371,1,0.0402,75.99,4,0.713,39
Solange,2jVLwzrzKVhcI8UmVonVas,Way to the Show,0.65,0.594,175240,0.71,0.235,1,0.284,-4.058,0,0.406,80.095,4,0.5579999999999999,67
Matoma,7uV279BDUnHnn1r99mLUFo,Lonely (feat. MAX) - Steve Aoki Remix,0.11,0.6559999999999999,175814,0.8320000000000001,0.0,11,0.0814,-2.99,1,0.078,86.021,4,0.436,34
LoneMoon,3s2Xbd4v9gGfMGUxadwtyc,nighttime,0.252,0.7859999999999999,216033,0.65,0.0429,0,0.0988,-9.409,1,0.0397,115.049,4,0.209,14
Chris Viola,3vbhMBPz72GS3SDQfP8vAS,You Are the Reason,0.924,0.371,202791,0.258,0.0,10,0.106,-9.03,1,0.0295,87.227,3,0.213,37
DJ Scheme,7iWrFAkeGeyK66RaYkJoNy,Hey Mister (feat. Ski Mask The Slump God),0.562,0.728,104000,0.506,0.0,10,0.222,-8.342,0,0.48,160.998,4,0.366,57
Boonk Gang,1aeVbETOAUxVEWWYVED09A,Green Goblin,0.193,0.813,110837,0.672,0.0,5,0.105,-5.945,1,0.265,129.7,4,0.5489999999999999,24
Jphelpz,5uV8vX2DNaCGN9d2I7nw76,Say Gudnite,0.00435,0.7440000000000001,252368,0.946,0.743,2,0.0795,-3.178,1,0.0468,125.005,4,0.28,34
Le Roi Angus,4GQEPv6FL1BliAzFYNQxFw,Fatigué,0.518,0.865,191627,0.495,0.000968,11,0.256,-9.471,0,0.0557,114.034,4,0.858,13
Skydyed,6OszhThAOFO56GvWUSewJ2,Memory Meditation,0.00631,0.387,409286,0.856,0.809,11,0.326,-6.849,0,0.04,126.06,3,0.178,14
Russ,0mysbS73neunkp2nd45S7F,Sore Losers,0.1939999999999999,0.701,315847,0.752,0.0,11,0.155,-5.856,0,0.44,190.157,4,0.209,59
K.I.D,0Iur1Slm0CxWOJSXZkHfkW,Too High to Try,0.115,0.412,352346,0.555,1.6e-05,11,0.0869,-7.905,1,0.059,151.97,4,0.14,18
City Morgue,07miQb315ezd5obb3PPzQB,Sk8 Head,0.186,0.638,151107,0.946,0.0,10,0.3989999999999999,-3.685,0,0.315,85.015,4,0.583,59
Mastersystem,2aTmAaD87MSi2oEOIpD0Be,Proper Home,3.75e-05,0.3389999999999999,226592,0.878,0.000131,9,0.174,-7.854,1,0.0836,152.015,4,0.206,31
Dashboard Confessional,7hyvXjigssq5KZzsJfVD6u,We Fight - Acoustic,0.406,0.419,191496,0.428,0.00262,3,0.157,-7.451,1,0.0399,78.882,4,0.263,27
Sharon Van Etten,6GNlMOzwHdd0meQ3TSIBHs,No One's Easy to Love,0.000236,0.457,274133,0.884,0.182,11,0.364,-6.002000000000001,0,0.0386,167.058,4,0.478,55
Mosaic MSC,1R1TTzq1Z8fP12zgTT1j0V,Never Let Me Down,0.0423,0.495,236000,0.614,2.22e-05,2,0.1119999999999999,-8.616,1,0.0343,142.049,4,0.178,61
El Caribefunk,1ZwXyELYZskM237mZBd3tM,Del-Fin,0.7290000000000001,0.601,216155,0.7120000000000001,0.0,2,0.212,-7.462000000000001,1,0.0631,95.251,4,0.628,35
N.J.V.,6hv9tvBtXlZWWWCInKNHZA,outtaspace,0.000329,0.623,162922,0.7120000000000001,0.755,0,0.228,-11.337,1,0.0362,86.001,4,0.272,18
FalKKonE,61MO0lfYfGbxpUS33ePBWo,"D.V.M.N. (From ""DEVILMAN crybaby"")",7.59e-05,0.494,214228,0.979,0.952,7,0.0637,-4.137,1,0.0554,99.987,3,0.235,33
Owane,1kVyvQzqxOZz4BgAWOY8ps,Love Juice,0.0352,0.607,254667,0.665,0.731,1,0.2769999999999999,-10.874,1,0.0364,119.978,4,0.377,39
Wisin & Yandel,4Fe3PGF2RxBzjXKkmvcyux,Mírala Bien,0.235,0.7070000000000001,156560,0.853,0.0,2,0.115,-4.442,1,0.165,95.951,4,0.716,43
Hay Waste,1XhYVgttkI2UM0eaYvfHt5,Addiction of Peace,0.913,0.331,105848,0.176,0.919,8,0.1169999999999999,-34.819,0,0.0482,94.816,4,0.102,22
Mezzo Piano,4vLvV4Gusawt6PFaTzKizi,Peace Be Still,0.98,0.5770000000000001,290833,0.107,0.892,9,0.1169999999999999,-23.185,1,0.0469,144.023,4,0.0736,31
Drake,3CA9pLiwRIGtUBiMjbZmRw,Nice For What,0.0891,0.586,210747,0.909,0.000109,8,0.119,-6.474,1,0.0705,93.394,4,0.757,85
Konai,58g3mBBkB7zMgiypoBiaZq,WalkAlone - Tearboy,0.787,0.636,145084,0.337,0.65,1,0.107,-12.076,0,0.0275,114.922,4,0.0999,49
Ta-Ra,1JcNavsePK4yMbcjVL12vf,LIL BIT,0.496,0.5760000000000001,237670,0.531,1.17e-05,1,0.0957,-9.331,0,0.043,102.97,4,0.315,41
District Ready,2UUIpe2Jtflo8dX9jeTSqQ,Walking Dead,0.000817,0.665,65379,0.998,0.915,5,0.0944,-7.763,0,0.0589,115.923,4,0.98,25
Dosem,5xryoIVvbvCKufj8JKisGp,On Board (ABGT300WD),0.0104,0.606,278573,0.695,0.914,1,0.132,-12.64,1,0.0409,124.041,4,0.314,35
Armen Paul,4IPZhJcE9pDE2vYu8FnmCH,Do You Know,0.4679999999999999,0.616,210894,0.411,1.7e-06,9,0.155,-9.422,0,0.0329,82.00200000000001,3,0.177,15
Rubén Blades,1u9hIjUGsPULzCgAPJwj0y,El Tiempo Será Testigo,0.456,0.8,274144,0.667,0.000118,2,0.0531,-7.516,0,0.0371,90.031,4,0.759,29
Young Zion 6600,3zxNcoKuPfbkvswhx03Wk6,Catching Thots in Kanto,0.00596,0.768,176837,0.499,0.0,1,0.119,-14.144,1,0.106,92.692,4,0.0618,39
Real Friends,1rBlsNeQ1IgT3L4xdUSNY3,Get By,0.00124,0.56,212893,0.935,0.0,7,0.233,-3.214,1,0.0507,100.126,4,0.358,48
A.R. Rahman,3svaR5JCLIabxzMDnMKH05,"Raanjhanaa (From ""Raanjhanaa"")",0.111,0.6729999999999999,254653,0.7140000000000001,0.0,9,0.0858,-8.042,1,0.039,112.941,4,0.78,12
TOMORROW X TOGETHER,5cadLqAgl7Y9zX3lRWdsPK,Cat & Dog,0.0668,0.843,187573,0.794,0.000223,8,0.104,-3.013,1,0.147,160.001,4,0.319,72
Lyrics Born,4rwjEV5BxNRIJtOXMsIWff,Rise and Shine,0.114,0.632,322307,0.6829999999999999,1.6e-05,4,0.0872,-6.051,0,0.1989999999999999,86.64299999999999,4,0.782,18
Iration,5GrXshz0UGM1qP74PKHKOC,Already Gold,0.0471,0.728,261080,0.696,1.8100000000000003e-05,7,0.0233,-6.084,1,0.0632,78.002,4,0.674,54
Pineapple StormTv,4nwQ1SG9CsAl4XoKuScF0r,Poesia Acústica #4: Todo Mundo Odeia Acústico,0.1989999999999999,0.7070000000000001,505483,0.622,0.0,0,0.121,-9.639,0,0.275,131.988,4,0.6940000000000001,68
R.E.M.,2elKq3cshuEMnxCPnzNXAH,"Losing My Religion - Live From The National Bowl, Milton Keynes / 1995",0.158,0.446,294253,0.913,1.53e-06,9,0.7440000000000001,-12.342,0,0.0522,123.119,4,0.439,24
MC Loma e As Gêmeas Lacração,1orHAcAn6THEDKgTgZ9ETu,Na Vibe,0.532,0.7829999999999999,158203,0.628,0.0,1,0.122,-2.643,1,0.214,159.906,4,0.927,37
3LAU,229MM2St7SnW43nT8ADlG8,Game Time (feat. Ninja),8.05e-05,0.534,156632,0.957,0.758,1,0.266,-4.025,1,0.0455,95.046,4,0.52,58
Lume,6dYw1dVvlER3maB333C5Ea,Loss Leader,0.00511,0.579,226560,0.556,0.0022199999999999,0,0.0881,-7.816,1,0.0305,105.992,4,0.198,16
Vic Mensa,6cGVVuHCE2gj2LEPAn5Tgb,Dancing In The Streetz (feat. Jesse Rutherford),0.206,0.411,178467,0.758,0.0,0,0.319,-5.727,1,0.337,152.296,4,0.144,50
EXO,7wfbHZcNtENuAcbog7c6kQ,Ooh La La La,0.238,0.65,187446,0.648,0.0,8,0.111,-6.016,0,0.0833,165.15,4,0.61,61
Starboy,1KpBtWSI9dlv0RjtzvF1BD,"Soco (feat. Wizkid, Ceeza Milli, Spotless & Terri)",0.594,0.841,255608,0.644,0.00402,9,0.142,-3.284,0,0.083,108.003,4,0.8809999999999999,68
Kate Kim,6JZa6tfBj2Qmsw98Mhg7eV,"So Long, Baby",0.382,0.759,210735,0.693,0.0,4,0.147,-4.29,0,0.147,130.0,4,0.6920000000000001,13
Voyager,3SrOqXX1Lez961c6hSKQnT,Journey Within,0.992,0.413,195797,0.0222,0.932,9,0.105,-19.967,0,0.0497,129.809,5,0.0926,43
Mourners,0OAumNWaqkAkq6ozHo85q9,Masochist,0.0907,0.496,233600,0.6709999999999999,0.00121,4,0.1169999999999999,-8.593,1,0.0375,150.165,4,0.526,36
xJK.,7Lxg1XiV4MQ8P6K4oKFVDy,Crunch,0.59,0.789,115824,0.506,0.6579999999999999,5,0.125,-9.452,0,0.206,85.035,4,0.355,19
Thomas Rhett,2aslQ7Sf7MdDbRPbac0Cy4,When We’re 80,0.0371,0.725,176987,0.687,5.27e-06,1,0.1009999999999999,-4.806,0,0.0247,95.007,4,0.655,55
Juan Rios,05GDUgHRE3w0WTxhh1wGwa,Otoño,0.845,0.649,218049,0.305,0.789,11,0.6809999999999999,-12.054,0,0.03,77.117,4,0.5329999999999999,39
Queen,0LCWyLFPXIeg1CIC1NS712,The Show Must Go On - 2011 Remaster,0.433,0.425,271612,0.675,4.51e-06,11,0.1119999999999999,-6.79,0,0.0409,84.156,4,0.0671,58
張立昂,35r9fjJojfRUX3e25u0z4p,Still Love You (三立偶像劇「三明治女孩的逆襲」片尾曲) - 三立偶像劇「三明治女孩的逆襲」片尾曲,0.485,0.276,217299,0.53,0.0,8,0.107,-10.275,1,0.0688,74.581,4,0.203,22
Little Big,4F4TGsDYacEbw4PLAIyJ2e,Skibidi,8.14e-05,0.872,163283,0.758,0.387,0,0.0632,-6.006,1,0.0542,131.995,4,0.91,63
Marlo,0w3ohKPvSmeyU1vLaJZOdl,I Remember,0.0025399999999999,0.792,187187,0.495,0.0,10,0.0933,-7.222,1,0.356,140.005,4,0.276,14
Sizzle Bird,5Q2amWKKsVoQe4wVjCs14u,Inspire the Mind,0.00349,0.452,171168,0.527,0.9,8,0.0941,-12.59,1,0.0404,159.993,4,0.0377,20
James Hype,6IIOcnq93QAaKeRX1cs16v,No Drama (feat. Craig David),0.168,0.73,153310,0.934,2.56e-05,4,0.142,-3.995,1,0.078,122.018,4,0.758,73
KZ Tandingan,1iYIpRIAcNL6WvW5SLl8dN,"Isang Linggong Pag-Ibig - From ""Sin Island""",0.528,0.412,292087,0.631,0.0,4,0.0988,-4.845,0,0.14,78.256,4,0.336,40
Ezra Collective,6F1D4x7Ifrwt5t5MleYFp3,Reason in Disguise,0.1939999999999999,0.708,222281,0.427,0.00602,11,0.0918,-9.511,1,0.241,90.24,4,0.619,58
Greg Maroney,5ACrtQ5J3WbmfyW9ele4yG,Drifting Blossoms,0.991,0.177,247000,0.0925,0.904,0,0.121,-23.614,1,0.0391,85.788,4,0.0905,12
Alison Wonderland,20JGGCzwmvA9t1vs9HYkxE,Peace,0.2789999999999999,0.362,177601,0.684,1.0800000000000002e-05,2,0.165,-5.1739999999999995,0,0.0854,85.20100000000001,4,0.389,65
Grupo Los Kiero de Edgar Zacary,4U34p5mUZNpMwCOcfEhvb0,Falso Amor,0.0822,0.539,256867,0.728,0.000235,4,0.0634,-5.7620000000000005,1,0.0384,183.784,4,0.835,32
Luca Rivers,1Bk5XY4XemzZ7EDcAwFi3Z,Hopelessly In Love,0.642,0.684,193729,0.835,0.000111,0,0.291,-4.475,0,0.0371,118.011,4,0.2739999999999999,24
boerd,3aeqSXZuF7OurNuKV6bdwJ,Blind,0.179,0.441,314582,0.436,0.875,5,0.135,-12.956,0,0.0428,81.278,4,0.653,34
RichaadEB,5KQfNa0xXUbRnovKD8wwvp,That One Channel Theme,0.0021899999999999,0.5760000000000001,132739,0.6970000000000001,0.6729999999999999,9,0.0588,-7.422999999999999,1,0.0439,114.92,4,0.7,18
Popcaan,6JDj4hsjEuXMPfzeHw8ejj,Happy Now,0.00709,0.5579999999999999,228079,0.731,5.65e-06,7,0.1159999999999999,-6.004,1,0.153,156.42600000000002,5,0.515,44
SJUR,5zjesnnX1y2PkYKNZl5Jl0,Rich & Famous (with Isac Elliot),0.026,0.7040000000000001,163220,0.8809999999999999,7.84e-06,9,0.113,-5.502000000000001,1,0.0381,118.025,4,0.8220000000000001,67
Lily James,1WOBzx0R3hyphrI1AUv4Zu,When I Kissed The Teacher,0.332,0.536,181533,0.846,0.0,3,0.047,-4.6610000000000005,1,0.0558,154.744,4,0.79,69
Amen Dunes,1Odib4xaV41D24q3aZ2uGy,Freedom,0.326,0.411,300067,0.5329999999999999,0.0708,3,0.0813,-9.816,1,0.0315,107.015,4,0.214,39
Djadja & Dinaz,4JPtBXcXri8VoGdHvuQgb8,Du mal à m'y faire,0.616,0.825,160072,0.603,0.0,1,0.084,-8.857000000000001,0,0.4539999999999999,96.031,4,0.265,38
A$AP Rocky,2aPTvyE09vUCRwVvj0I8WK,Sundress,0.176,0.721,158206,0.7040000000000001,3.71e-06,6,0.143,-6.364,1,0.0606,125.004,4,0.735,77
Piso 21,1j6xOGusnyXq3l6IryKF3G,Déjala Que Vuelva (feat. Manuel Turizo),0.0482,0.6809999999999999,220117,0.7879999999999999,0.0,1,0.0753,-4.323,1,0.0785,170.019,4,0.8390000000000001,73
Pranav Mohanlal,2myy2Ega2ln6j7CIXcM6Xw,Gypsy Women,0.000448,0.581,215752,0.941,0.564,7,0.104,-6.9239999999999995,1,0.0382,132.987,4,0.607,15
Vansire,5dtL2wtfZu7kLhboKWEcwl,Lonely Zone,0.526,0.406,237798,0.409,0.314,9,0.0732,-11.284,0,0.0353,80.913,4,0.238,44
Ukiyo,5BVSMIE5bNQR2nUwtRlGY4,Something Like This,0.55,0.491,178599,0.428,2.21e-05,5,0.174,-7.222,1,0.276,139.381,4,0.616,45
Dan Bull,1ukNBOIoPd405vvYGZXUpA,Reaper's Delight,0.0308,0.743,203951,0.818,0.0,1,0.111,-4.8260000000000005,1,0.1639999999999999,128.013,4,0.546,35
Ezra Collective,55Sp5GX5B62gPtAkf2NODu,Space is the Place,0.0085799999999999,0.467,338907,0.652,0.893,5,0.0925,-9.714,0,0.0417,133.151,4,0.936,39
deadmau5,0DIBErFRq4arZ27GeLnpmQ,GG - Monstergetdown Remix,0.000281,0.78,391034,0.679,0.895,9,0.103,-14.133,1,0.0629,123.036,4,0.0302,38
Joe Corfield,3dt7sqYFnwFJHFncCIitwU,Cheat Sheet,0.926,0.75,88500,0.205,0.923,1,0.0893,-10.868,1,0.0558,87.977,4,0.825,47
6LACK,1wb7Mqon4o1ViLjaLV9f8U,Loaded Gun,0.113,0.643,198442,0.545,1.82e-05,1,0.124,-6.526,0,0.0895,128.023,4,0.286,66
Demun Jones,5bXp1nvOei2nTeldhBptoH,RedWhiteBlue,0.0006889999999999,0.5329999999999999,202827,0.846,0.0,2,0.2269999999999999,-6.882000000000001,1,0.0682,145.071,4,0.5489999999999999,31
Imagine Music,0eOAG9psILWE6ZLuqv1eTj,Clair De Lune,0.522,0.1969999999999999,152500,0.245,0.946,1,0.1119999999999999,-8.094,1,0.0421,62.922,4,0.0367,38
Noah Schnacky,4pYd8dIohiqc3KsxSRqf0w,Hello Beautiful,0.54,0.504,216993,0.472,0.0,9,0.306,-6.925,1,0.0404,73.521,4,0.313,68
Omar Kadir,0sPuicRW50N3AIwKgQKD0l,The Last Thing I Do,0.584,0.652,206118,0.4479999999999999,0.0,5,0.0965,-7.497999999999999,1,0.1969999999999999,116.343,5,0.2339999999999999,18
David Duchovny,2h2hg1FOcwTz0Ngztaz7vK,Mo’,0.494,0.521,274013,0.518,0.0646,2,0.0884,-8.789,1,0.0238,91.036,4,0.377,25
Kolyon,3okPu4X4xEvjSej9fkjf7y,My Pain,0.0452,0.851,146207,0.5529999999999999,0.0,9,0.065,-9.126,0,0.16,99.977,4,0.161,17
DJ Luian,20pJKlNIU3J1CrvhBr1kQ8,La Ocasión,0.293,0.7390000000000001,336149,0.627,0.0,9,0.477,-6.063,0,0.128,134.045,4,0.251,68
My Best Friend Jacob,09rhbuz1SDS3Oru0zULlno,To Our Daughter (Lullaby),0.7859999999999999,0.5,211380,0.174,0.928,2,0.0852,-12.385,1,0.0452,82.36399999999999,3,0.0798,44
Brasstracks,3CQp2ELUE1fnP8LM419kMC,I'm Alright,0.0845,0.56,194940,0.764,9.9e-05,0,0.208,-4.827,1,0.183,77.441,4,0.4579999999999999,56
Riot Ten,0BdpC4oQRY8qdGHCRGoxX9,Act a Fool (feat. Bok Nero),0.1119999999999999,0.654,176342,0.912,0.0,11,0.148,-3.175,1,0.345,75.069,4,0.226,50
Zibra Inguzu,0vBF31MfEp7DDHHIfbxwIH,Lux,0.936,0.151,195937,0.00678,0.902,10,0.127,-35.997,1,0.0587,105.758,1,0.0329,68
Neil Diamond,0AYcvThn0N7vcylkzKK7hS,Captain Of A Shipwreck,0.7140000000000001,0.643,235187,0.4379999999999999,3.65e-06,0,0.109,-11.975,1,0.0235,93.89,4,0.598,13
Mind Enterprises,7xVpFkuIVYjRbhUj5SS9c5,S.H.A.K.E (Breakbot Remix),0.254,0.8170000000000001,289271,0.578,0.118,8,0.0783,-6.105,1,0.0402,120.005,4,0.545,36
Jungle Man Sam,5EA186xGA7PUGEaMGpg7RX,Ocean,0.57,0.797,207500,0.456,5.1e-05,6,0.0906,-11.819,0,0.155,80.947,4,0.517,21
City Girls,5aOpKCKguEnViGOKZxZern,Take Yo Man,0.00143,0.773,176308,0.7879999999999999,0.0,2,0.584,-2.801,1,0.0719,98.022,4,0.605,67
Lily Allen,1B8C0h5Y8MRvzK7j17BODg,"Mad World - Recorded at Metropolis Studios, London",0.943,0.585,173680,0.211,1.67e-05,6,0.0962,-11.807,1,0.0358,92.449,4,0.386,60
Lollia,3oLD8JHCIyyAALpAIYOqBE,Life Will Change,0.00316,0.4589999999999999,281823,0.883,1.0800000000000002e-05,5,0.386,-8.667,0,0.369,132.093,4,0.3339999999999999,42
LARS,54DuFwLUmxxdUa740aDhwK,Ganja Man,0.132,0.621,194999,0.872,0.0,10,0.13,-3.988,0,0.37,87.126,4,0.7929999999999999,12
Don Diablo,1gnKUue6F9gXXHQshCBwEs,"Survive (feat. Emeli Sandé, Gucci Mane)",0.7140000000000001,0.585,189427,0.772,6.97e-06,10,0.113,-6.619,0,0.196,99.565,4,0.364,72
Rezz,0SSeiqgsSOVIOvMM8ZccRP,Teleportal,0.0103,0.7859999999999999,220800,0.727,0.8240000000000001,2,0.34,-2.623,1,0.0459,99.983,1,0.261,48
Sarah Geronimo,1C5X7cdNoguuzIQK4kPWud,Hingang Malalim,0.962,0.354,303133,0.382,0.0026,2,0.133,-8.565,1,0.032,66.126,4,0.278,22
Glades,4ovzeIhfPnc3IZCsAqxO5F,Eyes Wide Shut,0.0215,0.664,223499,0.61,0.0,6,0.0947,-4.3839999999999995,0,0.0361,118.015,4,0.192,40
Gaia,2kCD8jNO0RbgsLKQ0Thx9z,Empire of Hearts (ASOT 850 - Part 3),4.6500000000000005e-05,0.501,173000,0.872,0.856,5,0.52,-12.4,0,0.0571,135.952,4,0.266,12
Elektronomia,4G2QxwNCvVugUnkJhvN3Bn,Butterfly,0.0602,0.524,234016,0.708,0.00168,9,0.513,-2.765,1,0.0353,160.026,4,0.23,39
Vale Lambo,3hJ2lIaua1jZi67O0Mr9Mn,Over Fai,0.133,0.69,208000,0.708,2.66e-06,8,0.162,-7.651,0,0.0306,124.023,4,0.653,47
Ben Platt,3JC3haLtKHPxzydzR7MGp2,Run Away,0.938,0.499,217933,0.204,1.22e-06,5,0.108,-9.076,1,0.0363,106.902,3,0.371,61
